"","trackdistm","sldistm","trackdistNm","sldistNm","lat_start","lon_start","lat_end","lon_end","mean_grnd_spd","med_grnd_spd","start_time","end_time","midoc.stn","CE","total.t","ce_duration","t.check"
"1",24384.5692185678,23603.1538492031,13.1666188415502,12.7446881429542,-61.599934,93.037526,-61.782204,92.810393,8.79794084435599,11.0640001296997,2016-01-24 21:52:07,2016-01-24 23:21:59,"MIDOC01",1,89.8833333333333,89.8833311955134,-2.13781991931228e-06
"2",2491.37141308921,1702.4237906163,1.34523343409741,0.919235642709804,-61.782303,92.810159,-61.796749,92.799666,2.71047903999661,2.53699994087219,2016-01-24 23:22:11,2016-01-24 23:51:59,"MIDOC01",2,29.8333333333333,29.8166544040044,-0.016678929328922
"3",2873.28148222637,2416.53971057582,1.55144844929851,1.30482753250339,-61.796843,92.799825,-61.81599,92.778314,3.12553772978306,3.13899993896484,2016-01-24 23:52:11,2016-01-25 00:21:58,"MIDOC01",3,29.8166666666667,29.7999935944875,-0.0166730721791595
"4",4200.13541531493,4173.00332028024,2.2678925184472,2.25324235380856,-61.816133,92.778085,-61.84802,92.736562,4.56948603491543,4.85599994659424,2016-01-25 00:22:10,2016-01-25 00:51:59,"MIDOC01",4,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"5",4368.48032933395,4345.63895256529,2.35879153318617,2.3464581719103,-61.848224,92.736272,-61.881154,92.69205,4.75909832602773,4.76000022888184,2016-01-25 00:52:11,2016-01-25 01:21:59,"MIDOC01",5,29.8166666666667,29.8166544040044,-1.22626622527378e-05
"6",4549.53205437822,4452.01673713305,2.4565516794859,2.40389760133215,-61.881347,92.691775,-61.91047,92.633814,3.17593534316482,2.76699995994568,2016-01-25 01:22:11,2016-01-25 02:08:34,"MIDOC01",6,46.4166666666667,46.399996805191,-0.0166698614756342
"7",11889.189875247,11733.9897626267,6.41965129746874,6.33584991025864,-62.126735,92.038762,-62.182457,91.847787,4.32284836559848,5.01800012588501,2016-01-25 11:15:44,2016-01-25 12:44:59,"MIDOC02",1,89.2666666666667,89.2500047922134,-0.0166618744532201
"8",3085.55361877796,3033.18115068107,1.66606627533449,1.6377873945783,-62.182614,91.847232,-62.194826,91.795177,3.35463498836792,2.8970000743866,2016-01-25 12:45:10,2016-01-25 13:14:59,"MIDOC02",2,29.85,29.8166688044866,-0.0333311955134086
"9",2342.0834249045,2241.79268444546,1.26462433986116,1.21047165251512,-62.194859,91.794953,-62.206971,91.760568,2.55106707396222,2.53299999237061,2016-01-25 13:15:11,2016-01-25 13:44:58,"MIDOC02",3,29.8166666666667,29.7999936024348,-0.016673064231874
"10",2343.23361207552,2267.41524046306,1.26524539147546,1.22430673099471,-62.207058,91.760397,-62.21934,91.725656,2.54836612729936,2.55599999427795,2016-01-25 13:45:10,2016-01-25 14:14:59,"MIDOC02",4,29.8333333333333,29.816668788592,-0.0166645447413138
"11",2324.60616215454,2280.26439192299,1.25518736949848,1.23124472026956,-62.219418,91.725395,-62.230843,91.689025,2.53209060370522,2.52500009536743,2016-01-25 14:15:10,2016-01-25 14:44:58,"MIDOC02",5,29.8166666666667,29.7833471934001,-0.0333194732666016
"12",4105.38421153294,4007.12575910293,2.21673094270669,2.16367560350794,-62.23092,91.68876,-62.252707,91.627438,2.48444203371892,2.4760000705719,2016-01-25 14:45:11,2016-01-25 15:38:56,"MIDOC02",6,53.7833333333333,53.7666623989741,-0.0166709343592331
"13",2522.05482222135,1351.7253849122,1.36180115564217,0.729873583661035,-62.316527,91.529011,-62.304478,91.526033,0.82597914209987,0.814000010490417,2016-01-25 22:39:05,2016-01-26 00:18:59,"MIDOC03",1,99.9166666666667,99.9,-0.0166666666666657
"14",1859.74742642756,1518.48725279025,1.00418364113155,0.819917821554862,-62.304486,91.526117,-62.302805,91.497069,2.02745530743714,1.42400002479553,2016-01-26 00:19:10,2016-01-26 00:48:58,"MIDOC03",2,29.8333333333333,29.7999936024348,-0.0333397308985433
"15",2610.18947243829,2558.28814438004,1.40939007696936,1.38136559157501,-62.302795,91.496713,-62.300399,91.44767,2.8354547485293,2.80550003051758,2016-01-26 00:49:10,2016-01-26 01:18:59,"MIDOC03",3,29.8333333333333,29.8333295981089,-3.73522440710872e-06
"16",6737.5778780829,6688.69057397689,3.63800233831601,3.61160529625284,-62.30039,91.447389,-62.306022,91.319023,7.3213547353638,6.72399997711181,2016-01-26 01:19:11,2016-01-26 01:48:59,"MIDOC03",4,29.8333333333333,29.8166544040044,-0.016678929328922
"17",11039.8420841639,11024.8680303462,5.96104001223888,5.95295466706164,-62.306082,91.317741,-62.317305,91.106532,12.0026655479832,12.0015001296997,2016-01-26 01:49:11,2016-01-26 02:18:58,"MIDOC03",5,29.8166666666667,29.7999935944875,-0.0166730721791595
"18",17456.4798298637,17435.8230334815,9.42574847949372,9.41459469768957,-62.317376,91.105225,-62.338489,90.771923,12.0940598612246,12.1110000610352,2016-01-26 02:19:10,2016-01-26 03:05:55,"MIDOC03",6,46.7666666666667,46.7666640043259,-2.6623408047044e-06
"19",20715.6150429411,14705.4740745992,11.1855413517413,7.94032366489837,-62.381438,89.629843,-62.397935,89.347786,6.7718998829604,5.14799976348877,2016-01-26 19:09:55,2016-01-26 20:48:59,"MIDOC04",1,99.0833333333333,99.0666719992956,-0.0166613340377779
"20",11922.9120629621,11914.6323945196,6.43785982878085,6.43338916384759,-62.398014,89.346366,-62.408168,89.11697,12.9536809985198,13.1070003509521,2016-01-26 20:49:11,2016-01-26 21:18:59,"MIDOC04",2,29.8333333333333,29.8166544040044,-0.016678929328922
"21",11158.3400389185,11151.8342248725,6.02502381239429,6.0215109525595,-62.408223,89.115978,-62.416933,88.901044,12.1345852355573,12.2270002365112,2016-01-26 21:19:10,2016-01-26 21:48:58,"MIDOC04",3,29.8333333333333,29.8166544040044,-0.016678929328922
